TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
human chr4q21	human chr4q21	7.31973432485057e-07	-14.1275216180631	19	3	0.12	25	26250	2919,2920,2921	CXCL1,CXCL2,CXCL3
human chr17q11.2-q12	human chr17q11.2-q12	5.21858652186338e-06	-12.1632839739898	4	2	0.08	25	26250	6354,1440	CCL7,CSF3
human chr19q13.3-q13.4	human chr19q13.3-q13.4	5.71367927161739e-05	-9.77006229301048	12	2	0.08	25	26250	259307,3589	IL4I1,IL11
human chr1q32.2	human chr1q32.2	0.000131990156286659	-8.93278321174457	18	2	0.08	25	26250	50486,1999	G0S2,ELF3
human chr13q32-q34	human chr13q32-q34	0.000952380952364651	-6.95654544316869	1	1	0.04	25	26250	10673	TNFSF13B
human chr1q25.2-q25.3	human chr1q25.2-q25.3	0.000952380952364651	-6.95654544316869	1	1	0.04	25	26250	5743	PTGS2
human chr3p12-q12	human chr3p12-q12	0.000952380952364651	-6.95654544316869	1	1	0.04	25	26250	64332	NFKBIZ
human chr7p21	human chr7p21	0.00285453127592099	-5.85884762591268	3	1	0.04	25	26250	3569	IL6
human chr6p23	human chr6p23	0.0113712674014714	-4.47666550852499	12	1	0.04	25	26250	9308	CD83
human chr10q11.2	human chr10q11.2	0.0123132491964806	-4.39707942588999	13	1	0.04	25	26250	22943	DKK1
human chr2q36.3	human chr2q36.3	0.0132543693235265	-4.32342802064272	14	1	0.04	25	26250	6364	CCL20
human chr13q32.3	human chr13q32.3	0.0198181469015184	-3.92115725084296	21	1	0.04	25	26250	1880	GPR183
human chr15q21.1	human chr15q21.1	0.0263399979070751	-3.63666666212505	28	1	0.04	25	26250	84419	C15orf48
human chr16q13	human chr16q13	0.0300480445944532	-3.50495769185019	32	1	0.04	25	26250	4494	MT1F
human chr11q22.3	human chr11q22.3	0.0309729358458308	-3.47464149304721	33	1	0.04	25	26250	4314	MMP3
human chr4q13.3	human chr4q13.3	0.0337425325046379	-3.38899614526685	36	1	0.04	25	26250	6372	CXCL6
human chr5q31.1	human chr5q31.1	0.0520132480567403	-2.95625682252723	56	1	0.04	25	26250	1437	CSF2
human chrXp11.23	human chrXp11.23	0.078798803462486	-2.54085746671981	86	1	0.04	25	26250	11040	PIM2
human chr17q11.2	human chr17q11.2	0.0849433995480091	-2.46577013196397	93	1	0.04	25	26250	6355	CCL8
human chr17q12	human chr17q12	0.0884369113957113	-2.42546584676293	97	1	0.04	25	26250	6352	CCL5
human chr13q34	human chr13q34	0.999999999973878	-2.61217692595395e-11	60	0	0	25	26250
human chr20q13.12	human chr20q13.12	0.999999999973878	-2.61217692595395e-11	60	0	0	25	26250
human chr2q11.2	human chr2q11.2	0.999999999973878	-2.61217692595395e-11	60	0	0	25	26250
human chr12p13.31	human chr12p13.31	0.999999999973878	-2.61217692595395e-11	60	0	0	25	26250
human chr19q13.33	human chr19q13.33	0.999999999976205	-2.37950911156931e-11	102	0	0	25	26250
human chr11q13	human chr11q13	0.999999999976469	-2.35308799506352e-11	99	0	0	25	26250
human chr5q14.1	human chr5q14.1	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr2p13.1	human chr2p13.1	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr16p12.3	human chr16p12.3	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr8q22.1	human chr8q22.1	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr11q14.1	human chr11q14.1	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr4p14	human chr4p14	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr16q24.1	human chr16q24.1	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr17p12	human chr17p12	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chrXq27.3	human chrXq27.3	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chrXq22.1	human chrXq22.1	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr5q35.2	human chr5q35.2	0.999999999978503	-2.14966345911335e-11	30	0	0	25	26250
human chr3q25.1	human chr3q25.1	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr8q24.13	human chr8q24.13	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr3q28	human chr3q28	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr5q33.1	human chr5q33.1	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr17q23.3	human chr17q23.3	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr17q24.2	human chr17q24.2	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr4q21.1	human chr4q21.1	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr3q13.2	human chr3q13.2	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
human chr9q31.1	human chr9q31.1	0.999999999985594	-1.44061618025479e-11	28	0	0	25	26250
