TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
1.20.1250.10	-	1.89367596413541e-05	-10.8744055703049	50	3	0.272727272727273	11	9988	1440,1437,3569	CSF3,CSF2,IL6
1.10.640.10	-	0.0109637109740923	-4.51316446224511	10	1	0.0909090909090909	11	9988	5743	PTGS2
4.10.10.10	-	0.0131432954479076	-4.33184350224717	12	1	0.0909090909090909	11	9988	4494	MT1F
2.110.10.10	-	0.0250531525322359	-3.6867556097794	23	1	0.0909090909090909	11	9988	4314	MMP3
2.60.120.40	-	0.0537345018805265	-2.92369999065798	50	1	0.0909090909090909	11	9988	10673	TNFSF13B
3.50.50.60	-	0.0600030256105785	-2.81336029118845	56	1	0.0909090909090909	11	9988	259307	IL4I1
3.40.390.10	-	0.0847014309118748	-2.46862278358401	80	1	0.0909090909090909	11	9988	4314	MMP3
1.10.150.50	-	0.108808465540478	-2.21816613931075	104	1	0.0909090909090909	11	9988	1999	ELF3
1.10.10.10	-	0.211197264382917	-1.55496267996632	213	1	0.0909090909090909	11	9988	1999	ELF3
1.25.40.20	-	0.242586631359851	-1.41639638967955	249	1	0.0909090909090909	11	9988	64332	NFKBIZ
2.60.40.10	-	0.529317266323409	-0.636167279597143	661	1	0.0909090909090909	11	9988	9308	CD83
3.30.1330.20	-	0.999999999980325	-1.96747736086227e-11	20	0	0	11	9988
3.40.50.1240	-	0.999999999980325	-1.96747736086227e-11	20	0	0	11	9988
4.10.70.10	-	0.999999999980325	-1.96747736086227e-11	20	0	0	11	9988
3.60.40.10	-	0.999999999980325	-1.96747736086227e-11	20	0	0	11	9988
3.40.50.1820	-	0.999999999982116	-1.78838080014926e-11	120	0	0	11	9988
3.90.550.10	-	0.999999999984317	-1.56825740880042e-11	81	0	0	11	9988
3.30.479.20	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
1.10.520.20	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
2.30.250.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
2.60.15.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
4.10.20.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.40.50.40	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.1060.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.40.1190.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
1.10.150.210	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.1610.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.1200.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
2.30.30.230	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.990.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.90.1170.30	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.40.1120.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
2.60.11.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.1270.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.55.10.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.950.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
1.10.1470.20	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
3.30.960.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
1.10.1760.10	-	0.999999999985016	-1.49841640831316e-11	1	0	0	11	9988
