TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
SM00199	SCY	5.13236554187903e-15	-32.9032097227362	43	8	0.444444444444444	18	9131	6354,2919,2920,6352,6364,6355,2921,6372	CCL7,CXCL1,CXCL2,CCL5,CCL20,CCL8,CXCL3,CXCL6
SM00126	IL6	3.67055981913554e-06	-12.5151663682567	2	2	0.111111111111111	18	9131	1440,3569	CSF3,IL6
SM00040	CSF2	0.0019713065381642	-6.22905873872143	1	1	0.0555555555555556	18	9131	1437	CSF2
SM00251	SAM_PNT	0.0214835491315278	-3.84046779340342	11	1	0.0555555555555556	18	9131	1999	ELF3
SM00207	TNF	0.0349271393406256	-3.35449112043595	18	1	0.0555555555555556	18	9131	10673	TNFSF13B
SM00120	HX	0.0444226989259516	-3.11400470311012	23	1	0.0555555555555556	18	9131	4314	MMP3
SM00384	AT_hook	0.0519555430006477	-2.95736686836754	27	1	0.0555555555555556	18	9131	1999	ELF3
SM00235	ZnMc	0.0557009001704673	-2.88775897112981	29	1	0.0555555555555556	18	9131	4314	MMP3
SM00413	ETS	0.0557009001704673	-2.88775897112981	29	1	0.0555555555555556	18	9131	1999	ELF3
SM00181	EGF	0.341100645455869	-1.07557769728179	209	1	0.0555555555555556	18	9131	5743	PTGS2
SM00248	ANK	0.388633179173047	-0.945119364383916	246	1	0.0555555555555556	18	9131	64332	NFKBIZ
SM00220	S_TKc	0.415340532574352	-0.878656534806961	268	1	0.0555555555555556	18	9131	11040	PIM2
SM00409	IG	0.495249153564332	-0.702694302512797	340	1	0.0555555555555556	18	9131	9308	CD83
SM00339	FH	0.99999999997521	-2.47898252198284e-11	48	0	0	18	9131
SM00430	HOLI	0.99999999997521	-2.47898252198284e-11	48	0	0	18	9131
SM00192	LDLa	0.99999999997521	-2.47898252198284e-11	48	0	0	18	9131
SM00369	LRR_TYP	0.999999999980373	-1.96264926677839e-11	134	0	0	18	9131
SM00408	IGc2	0.999999999987424	-1.25764957620634e-11	216	0	0	18	9131
SM00338	BRLZ	0.999999999990313	-9.68667271698987e-12	52	0	0	18	9131
SM00256	FBOX	0.999999999990313	-9.68667271698987e-12	52	0	0	18	9131
SM00042	CUB	0.999999999991145	-8.85467611359691e-12	49	0	0	18	9131
SM00589	PRY	0.999999999991145	-8.85467611359691e-12	49	0	0	18	9131
SM00717	SANT	0.999999999991145	-8.85467611359691e-12	49	0	0	18	9131
SM00271	DnaJ	0.999999999991145	-8.85467611359691e-12	49	0	0	18	9131
SM00164	TBC	0.999999999991145	-8.85467611359691e-12	49	0	0	18	9131
SM00179	EGF_CA	0.999999999991413	-8.58744066285427e-12	98	0	0	18	9131
SM00082	LRRCT	0.999999999992786	-7.21424185761696e-12	90	0	0	18	9131
SM00225	BTB	0.999999999992988	-7.01185396970439e-12	178	0	0	18	9131
SM00423	PSI	0.999999999994285	-5.71479344678223e-12	45	0	0	18	9131
SM00428	H3	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00710	PbH1	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00548	IRO	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00302	GED	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00111	C4	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00564	PQQ	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00441	FF	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00159	PTX	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00920	MHC_II_alpha	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00394	RIIa	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00907	GDNF	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00477	NUC	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00506	A1pp	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00775	LNS2	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00741	SapB	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00952	RAP	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00440	ZnF_C2C2	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00432	MADS	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00695	DUSP	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
SM00367	LRR_CC	0.999999999994907	-5.09285741457778e-12	6	0	0	18	9131
